logical_id,family,variant,level,run,quantity,classification,print_orientation_note,zero_structural_credit,zero_credit_scope,provisional_status,position_local_mm,interface_ref,level_independent
lower::long_wall_5ft::diaphragm_bowtie_key::seam_05_depth_2,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,long_wall_5ft_seam_05,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_05_depth_3,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,long_wall_5ft_seam_05,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_06_depth_1,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,long_wall_5ft_seam_06,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_06_depth_2,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,long_wall_5ft_seam_06,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_06_depth_3,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,long_wall_5ft_seam_06,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_07_depth_1,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,long_wall_5ft_seam_07,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_07_depth_2,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,long_wall_5ft_seam_07,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_07_depth_3,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,long_wall_5ft_seam_07,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_08_depth_1,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,long_wall_5ft_seam_08,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_08_depth_2,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,long_wall_5ft_seam_08,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_08_depth_3,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,long_wall_5ft_seam_08,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_09_depth_1,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,long_wall_5ft_seam_09,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_09_depth_2,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,long_wall_5ft_seam_09,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_09_depth_3,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,long_wall_5ft_seam_09,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_10_depth_1,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,long_wall_5ft_seam_10,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_10_depth_2,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,long_wall_5ft_seam_10,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_10_depth_3,diaphragm_bowtie_key,floating_supported_pier,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,long_wall_5ft_seam_10,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_11_depth_1,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,long_wall_5ft_seam_11,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_11_depth_2,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,long_wall_5ft_seam_11,True
lower::long_wall_5ft::diaphragm_bowtie_key::seam_11_depth_3,diaphragm_bowtie_key,fixed_crown,lower,long_wall_5ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,long_wall_5ft_seam_11,True
lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_01,fixed_crown_diaphragm_keeper_strip,through_left_owner_opposite_crown_pin,lower,long_wall_5ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,152.4,long_wall_5ft_seam_01,True
lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_03,fixed_crown_diaphragm_keeper_strip,through_left_owner_opposite_crown_pin,lower,long_wall_5ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,394.335,long_wall_5ft_seam_03,True
lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_05,fixed_crown_diaphragm_keeper_strip,through_left_owner_opposite_crown_pin,lower,long_wall_5ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,long_wall_5ft_seam_05,True
lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_07,fixed_crown_diaphragm_keeper_strip,through_left_owner_opposite_crown_pin,lower,long_wall_5ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,long_wall_5ft_seam_07,True
lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_09,fixed_crown_diaphragm_keeper_strip,through_left_owner_opposite_crown_pin,lower,long_wall_5ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,long_wall_5ft_seam_09,True
lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_11,fixed_crown_diaphragm_keeper_strip,through_left_owner_opposite_crown_pin,lower,long_wall_5ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,long_wall_5ft_seam_11,True
lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_01,fixed_crown_entablature_tie_key,through,lower,long_wall_5ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,152.4,long_wall_5ft_seam_01,True
lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_03,fixed_crown_entablature_tie_key,through,lower,long_wall_5ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,394.335,long_wall_5ft_seam_03,True
lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_05,fixed_crown_entablature_tie_key,through,lower,long_wall_5ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,long_wall_5ft_seam_05,True
lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_07,fixed_crown_entablature_tie_key,through,lower,long_wall_5ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,long_wall_5ft_seam_07,True
lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_09,fixed_crown_entablature_tie_key,through,lower,long_wall_5ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,long_wall_5ft_seam_09,True
lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_11,fixed_crown_entablature_tie_key,through,lower,long_wall_5ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,long_wall_5ft_seam_11,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_01_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,152.4,lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_01,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_01_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,152.4,lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_01,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_03_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,394.335,lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_03,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_03_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,394.335,lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_03,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_05_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_05,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_05_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_05,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_07_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_07,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_07_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_07,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_09_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_09,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_09_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_09,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_11_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,lower::long_wall_5ft::fixed_crown_entablature_tie_key::seam_11,True
lower::long_wall_5ft::indexed_vertical_quarter_turn_pin::seam_11_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,long_wall_5ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,lower::long_wall_5ft::fixed_crown_diaphragm_keeper_strip::seam_11,True
lower::long_wall_5ft::ordinary_outer_end_cap::outer_end,ordinary_outer_end_cap,through_outer_end,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,removable end finish; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1514.475,,True
lower::long_wall_5ft::ornamental_pier_overlay::01,ornamental_pier_overlay,through_start,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,31.4325,lower::long_wall_5ft::structural_pier_x_corbel::01,True
lower::long_wall_5ft::ornamental_pier_overlay::02,ornamental_pier_overlay,through_interior,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,273.3675,lower::long_wall_5ft::structural_pier_x_corbel::02,True
lower::long_wall_5ft::ornamental_pier_overlay::03,ornamental_pier_overlay,through_interior,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,515.3025,lower::long_wall_5ft::structural_pier_x_corbel::03,True
lower::long_wall_5ft::ornamental_pier_overlay::04,ornamental_pier_overlay,through_interior,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,lower::long_wall_5ft::structural_pier_x_corbel::04,True
lower::long_wall_5ft::ornamental_pier_overlay::05,ornamental_pier_overlay,through_interior,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,lower::long_wall_5ft::structural_pier_x_corbel::05,True
lower::long_wall_5ft::ornamental_pier_overlay::06,ornamental_pier_overlay,through_interior,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,lower::long_wall_5ft::structural_pier_x_corbel::06,True
lower::long_wall_5ft::ornamental_pier_overlay::07,ornamental_pier_overlay,through_end,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1483.0425,lower::long_wall_5ft::structural_pier_x_corbel::07,True
lower::long_wall_5ft::spring_retention_wedge::half_01,spring_retention_wedge,through_left_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,31.4325,lower::long_wall_5ft::arcade_half::01,True
lower::long_wall_5ft::spring_retention_wedge::half_02,spring_retention_wedge,through_right_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,273.3675,lower::long_wall_5ft::arcade_half::02,True
lower::long_wall_5ft::spring_retention_wedge::half_03,spring_retention_wedge,through_left_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,273.3675,lower::long_wall_5ft::arcade_half::03,True
lower::long_wall_5ft::spring_retention_wedge::half_04,spring_retention_wedge,through_right_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,515.3025,lower::long_wall_5ft::arcade_half::04,True
lower::long_wall_5ft::spring_retention_wedge::half_05,spring_retention_wedge,through_left_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,515.3025,lower::long_wall_5ft::arcade_half::05,True
lower::long_wall_5ft::spring_retention_wedge::half_06,spring_retention_wedge,through_right_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,lower::long_wall_5ft::arcade_half::06,True
lower::long_wall_5ft::spring_retention_wedge::half_07,spring_retention_wedge,through_left_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,lower::long_wall_5ft::arcade_half::07,True
lower::long_wall_5ft::spring_retention_wedge::half_08,spring_retention_wedge,through_right_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,lower::long_wall_5ft::arcade_half::08,True
lower::long_wall_5ft::spring_retention_wedge::half_09,spring_retention_wedge,through_left_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,lower::long_wall_5ft::arcade_half::09,True
lower::long_wall_5ft::spring_retention_wedge::half_10,spring_retention_wedge,through_right_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,lower::long_wall_5ft::arcade_half::10,True
lower::long_wall_5ft::spring_retention_wedge::half_11,spring_retention_wedge,through_left_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,lower::long_wall_5ft::arcade_half::11,True
lower::long_wall_5ft::spring_retention_wedge::half_12,spring_retention_wedge,through_right_half,lower,long_wall_5ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1483.0425,lower::long_wall_5ft::arcade_half::12,True
lower::long_wall_5ft::structural_pier_x_corbel::01,structural_pier_x_corbel,through_start,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,31.4325,,True
lower::long_wall_5ft::structural_pier_x_corbel::02,structural_pier_x_corbel,through_interior,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,273.3675,,True
lower::long_wall_5ft::structural_pier_x_corbel::03,structural_pier_x_corbel,through_interior,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,515.3025,,True
lower::long_wall_5ft::structural_pier_x_corbel::04,structural_pier_x_corbel,through_interior,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,,True
lower::long_wall_5ft::structural_pier_x_corbel::05,structural_pier_x_corbel,through_interior,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,,True
lower::long_wall_5ft::structural_pier_x_corbel::06,structural_pier_x_corbel,through_interior,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,,True
lower::long_wall_5ft::structural_pier_x_corbel::07,structural_pier_x_corbel,through_end,lower,long_wall_5ft,1,structural,wall-contact face on the build plate; installed elevation and run lie in the bed plane; qualify the compact-clevis closure and every-layer connectivity before production,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,1483.0425,,True
lower::long_wall_5ft::through_left_ornament_carrier::half_01,through_left_ornament_carrier,through_left_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,0.0,lower::long_wall_5ft::arcade_half::01,True
lower::long_wall_5ft::through_left_ornament_carrier::half_03,through_left_ornament_carrier,through_left_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,273.3675,lower::long_wall_5ft::arcade_half::03,True
lower::long_wall_5ft::through_left_ornament_carrier::half_05,through_left_ornament_carrier,through_left_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,515.3025,lower::long_wall_5ft::arcade_half::05,True
lower::long_wall_5ft::through_left_ornament_carrier::half_07,through_left_ornament_carrier,through_left_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,757.2375,lower::long_wall_5ft::arcade_half::07,True
